VariationThreadanzahl ; TCPSimple-Implementation ;1;10;7,41;26,33;76,96;106,2;378,74;396,36;79,87;7,11;403,47;96,61;116,64;38,8;10;10;10;0;0;12;0;0;0;85;47,23; 11.11.18 16:18:08:581 ; 11.11.18 16:18:11:914
VariationThreadanzahl ; TCPSimple-Implementation ;10;20;9,78;19,74;42,51;134,26;289,65;2301,94;114,52;6,55;2308,49;138,69;296,44;84,5;200;200;200;0;0;2155;0;0;0;108;47,55; 11.11.18 16:23:19:944 ; 11.11.18 16:23:27:121
VariationThreadanzahl ; TCPSimple-Implementation ;20;20;12,19;19,83;49,13;145,07;311,94;1040,22;125,24;4,54;1044,76;119,53;163,98;53,27;400;400;400;0;0;8610;0;0;0;107;26,6; 11.11.18 16:24:21:139 ; 11.11.18 16:24:28:205
VariationThreadanzahl ; TCPSimple-Implementation ;10;20;6,82;10,5;20,3;44,95;103,35;299,69;34,45;5,28;304,96;40,88;51,74;11,78;200;200;200;0;0;2155;0;0;0;107;22,7; 11.11.18 16:25:00:418 ; 11.11.18 16:25:04:644
VariationThreadanzahl ; TCPSimple-Implementation ;20;20;12,23;28,73;70,17;145,91;345,14;2459,27;117,18;4,48;2463,76;163,16;318,16;100,75;400;400;400;0;0;8610;0;0;0;248;53,5; 11.11.18 16:27:58:280 ; 11.11.18 16:28:06:558
VariationThreadanzahl ; TCPSimple-Implementation ;30;20;14,24;21,97;49,86;151,62;505,63;2140,12;129,65;5,26;2145,38;164,33;285,75;28,99;600;600;600;0;0;19365;0;0;0;233;44,65; 11.11.18 16:29:02:260 ; 11.11.18 16:29:09:920
VariationThreadanzahl ; TCPSimple-Implementation ;1;10;6,03;22,28;33,01;47,37;114,21;114,35;25,08;5,77;120,11;39,76;32,37;4,52;10;10;10;0;0;12;0;0;0;44;46,94; 22.11.18 16:30:53:316 ; 22.11.18 16:30:56:170
